video_id,url,title,channel,channel_url,uploader_id,duration_seconds,view_count,verified,search_query,niche
3AcNNffmkVE,https://www.youtube.com/watch?v=3AcNNffmkVE,Documentário Cryptopia - Dublado | Criptomoedas | Blockchain | Bitcoin,Luper ,https://www.youtube.com/channel/UCXL77kZ6jiJQEE56PWvFtzg,@Projetotrintaedois,5194,22334,False,como funciona bitcoin documentário português,"Finanças, dinheiro e impostos"
UavkvWZ5_E8,https://www.youtube.com/watch?v=UavkvWZ5_E8,The incredible story of Bitcoin.,Discípulo de Satoshi,https://www.youtube.com/channel/UCwxriWld-EKfP_R50GBvXyA,@discipulo-de-satoshi,594,32514,False,como funciona bitcoin documentário português,"Finanças, dinheiro e impostos"
rXOMJ-IPC-M,https://www.youtube.com/watch?v=rXOMJ-IPC-M,Bitcoin no Mundo  - Documentário da Tv Portuguesa,Top Bitcoin Gratis,https://www.youtube.com/channel/UCMsvGZl4bNBhzXzjhSMZtzQ,@TopBitcoinGratis,990,444,False,como funciona bitcoin documentário português,"Finanças, dinheiro e impostos"
MjavbCSvQeQ,https://www.youtube.com/watch?v=MjavbCSvQeQ,Bitcoin  O fim do dinheiro como conhecemos - Documentário COMPLETO e legendado,BITLOCO - LOUCOS POR BITCOIN,https://www.youtube.com/channel/UCLvglXWtQZnl_yOKAdbyi-g,@bitloco-loucosporbitcoin6909,3604,66,False,como funciona bitcoin documentário português,"Finanças, dinheiro e impostos"
IhyIAmCo3Q8,https://www.youtube.com/watch?v=IhyIAmCo3Q8,O Caminho da Indústria: série especial no SBT faz um raio-x do setor industrial brasileiro,SBT News,https://www.youtube.com/channel/UC376n347Ob5Lwzq2WGzF1AA,@SBTNews,1902,37026,True,documentário indústria brasil tecnologia,"IA, tecnologia e software"
PAf4nl2CcLs,https://www.youtube.com/watch?v=PAf4nl2CcLs,Brazilian Industrialization - All Matter,Toda Matéria,https://www.youtube.com/channel/UCDVaeMc16MXLuleGQircOiQ,@TodaMateriaOficial,564,432774,True,documentário indústria brasil tecnologia,"IA, tecnologia e software"
qvi1-glNDuM,https://www.youtube.com/watch?v=qvi1-glNDuM,Industry 4.0 Updated 2026 - How it was and how it is now,IndustrialEvo,https://www.youtube.com/channel/UC39wTbWerIXhcEKEyT-INSQ,@IndustrialEvo,1073,4297,False,documentário indústria brasil tecnologia,"IA, tecnologia e software"
B9lXVVA2vgE,https://www.youtube.com/watch?v=B9lXVVA2vgE,Industrialização brasileira,Desvendando a Geografia,https://www.youtube.com/channel/UC3dRWBBRCPJ2KfdKC1mgHlw,@DesvendandoaGeografia,865,306767,False,documentário indústria brasil tecnologia,"IA, tecnologia e software"
b8TlLqb07xs,https://www.youtube.com/watch?v=b8TlLqb07xs,Industrialização Brasileira - Geobrasil,Geobrasil,https://www.youtube.com/channel/UCWmzfyR9Q2rnBlvxTyyV80g,@Geobrasil,489,667680,True,documentário indústria brasil tecnologia,"IA, tecnologia e software"
C5ru8FNGYus,https://www.youtube.com/watch?v=C5ru8FNGYus,A História da Industria Brasileira - parte 1,Grupo de Estudos Materialismo Histórico e Dialético,https://www.youtube.com/channel/UC6U_bGhxNEJp-dvM3l4XgRA,@grupodeestudosmaterialismo5536,2725,49362,False,documentário indústria brasil tecnologia,"IA, tecnologia e software"
HYdvoFrj_ks,https://www.youtube.com/watch?v=HYdvoFrj_ks,Brasil Metal: A 20-Part Documentary Series on the Metalworking Industry.,Rede TVT,https://www.youtube.com/channel/UCmQTY7b5w61WlmBbJ5a8XrQ,@redetvt,430,6327,True,documentário indústria brasil tecnologia,"IA, tecnologia e software"
8NXG3cLxe2A,https://www.youtube.com/watch?v=8NXG3cLxe2A,"Brazilian industrialization, from the VARGAS ERA to JUSCELINO KUBITSCHEK",geo ilustrada,https://www.youtube.com/channel/UC59k9M9B_CQeCMaNu6A3orA,@geoilustrada,251,156979,True,documentário indústria brasil tecnologia,"IA, tecnologia e software"
